reg;naimko;regko;golofic;filial;dopof;vsego
Нижегородская область;АО «Банк ДОМ.РФ»;2312;;;2;2
Нижегородская область;ПАО АКБ «Металлинвестбанк»;2440;;1;8;9
Нижегородская область;АО КБ «Пойдём!»;2534;;;2;2
Нижегородская область;АО АКБ «НОВИКОМБАНК»;2546;;1;;1
Нижегородская область;АО КБ «Ситибанк»;2557;;1;;1
Нижегородская область;ПАО «АК БАРС» БАНК;2590;;;8;8
Нижегородская область;АКБ «СЛАВИЯ» (АО);2664;;1;;1
Нижегородская область;КБ «ЛОКО-Банк» (АО);2707;;;1;1
Нижегородская область;ПАО СКБ Приморья «Примсоцбанк»;2733;;;1;1
Нижегородская область;АО «ОТП Банк»;2766;;;1;1
Нижегородская область;АО «Банк ФИНАМ»;2799;;;1;1
Нижегородская область;АКБ «Трансстройбанк» (АО);2807;;;1;1
Нижегородская область;ПАО АКБ «АВАНГАРД»;2879;;;3;3
Нижегородская область;ББР Банк (АО);2929;;;1;1
Нижегородская область;АО «Экспобанк»;2998;;;1;1
Нижегородская область;АО «Банк БЖФ»;3138;;;1;1
Нижегородская область;ПАО «Промсвязьбанк»;3251;;1;10;11
Нижегородская область;ПАО Банк ЗЕНИТ;3255;;;3;3
Нижегородская область;АО «Райффайзенбанк»;3292;;1;2;3
Нижегородская область;АО «Кредит Европа Банк (Россия)»;3311;;;1;1
Нижегородская область;АО «Россельхозбанк»;3349;;1;30;31
Нижегородская область;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Нижегородская область;АО «СМП Банк»;3368;;;1;1
Нижегородская область;НКО «ИНКАХРАН» (АО);3454;;;1;1
Нижегородская область;АО КБ «ЮНИСТРИМ»;3467;;;1;1
Нижегородская область;Санкт-Петербургский банк инвестиций (АО);3468;;;1;1
Оренбургская область;АО «БКС Банк»;101;;;1;1
Оренбургская область;ООО «ХКФ Банк»;316;;;3;3
Оренбургская область;Банк ГПБ (АО);354;;;7;7
Оренбургская область;ПАО КБ «УБРиР»;429;;;2;2
Оренбургская область;АО «Почта Банк»;650;;;6;6
Оренбургская область;ПАО «НИКО-БАНК»;702;1;;13;14
Оренбургская область;ПАО Банк Синара;705;;;1;1
Оренбургская область;ПАО «Совкомбанк»;963;;;9;9
Оренбургская область;Банк ВТБ (ПАО);1000;;;14;14
Оренбургская область;АО «РЕАЛИСТ БАНК»;1067;;;1;1
Оренбургская область;ООО «ФФИН Банк»;1143;;;1;1
Оренбургская область;АО «АЛЬФА-БАНК»;1326;;;14;14
Оренбургская область;ПАО Сбербанк;1481;;1;285;286
Оренбургская область;ПАО «МОСКОВСКИЙ КРЕДИТНЫЙ БАНК»;1978;;;3;3
Оренбургская область;АКБ «Форштадт» (АО);2208;1;;9;10
Оренбургская область;ПАО Банк «ФК Открытие»;2209;;;2;2
Оренбургская область;ПАО РОСБАНК;2272;;;2;2
Оренбургская область;АО «Банк Русский Стандарт»;2289;;;2;2
Оренбургская область;АО КБ «Пойдём!»;2534;;;3;3
Оренбургская область;ПАО «АК БАРС» БАНК;2590;;;1;1
Оренбургская область;АО «Банк ФИНАМ»;2799;;;1;1
Оренбургская область;ПАО АКБ «АВАНГАРД»;2879;;;2;2
Оренбургская область;АО КБ «АГРОПРОМКРЕДИТ»;2880;;;3;3
Оренбургская область;ПАО «Промсвязьбанк»;3251;;;7;7
Оренбургская область;АО «Газэнергобанк»;3252;;;1;1
Оренбургская область;АО «БАНК ОРЕНБУРГ»;3269;1;;26;27
Оренбургская область;Банк «ВБРР» (АО);3287;;;1;1
Оренбургская область;АО «Россельхозбанк»;3349;;1;34;35
Оренбургская область;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Оренбургская область;АО «Банк Финсервис»;3388;;;1;1
Оренбургская область;НКО «ИНКАХРАН» (АО);3454;;;2;2
Пензенская область;АО «БКС Банк»;101;;;1;1
Пензенская область;АО КБ «Хлынов»;254;;;1;1
Пензенская область;ООО «ХКФ Банк»;316;;;2;2
Пензенская область;Банк ГПБ (АО);354;;;1;1
Пензенская область;ПАО КБ «УБРиР»;429;;;1;1
Пензенская область;ПАО Банк «Кузнецкий»;609;1;;27;28
Пензенская область;АО «Почта Банк»;650;;;4;4
Пензенская область;ПАО «Совкомбанк»;963;;;5;5
Пензенская область;Банк ВТБ (ПАО);1000;;;8;8
Пензенская область;АО «АЛЬФА-БАНК»;1326;;;5;5
Пензенская область;ПАО Сбербанк;1481;;1;176;177
Пензенская область;ПАО «НБД-Банк»;1966;;;1;1
Пензенская область;ПАО Банк «ФК Открытие»;2209;;;2;2
Пензенская область;ПАО РОСБАНК;2272;;;3;3
Пензенская область;ПАО «БАНК УРАЛСИБ»;2275;;;1;1
Пензенская область;АО «Банк Русский Стандарт»;2289;;;2;2
Пензенская область;АКБ «Абсолют Банк» (ПАО);2306;;;1;1
Пензенская область;АО «Банк ДОМ.РФ»;2312;;;1;1
Пензенская область;АО КБ «Пойдём!»;2534;;;1;1
Пензенская область;АО АКБ «НОВИКОМБАНК»;2546;;;1;1
Пензенская область;ИНВЕСТТОРГБАНК АО;2763;;;3;3
Пензенская область;АО «Банк ФИНАМ»;2799;;;1;1
Пензенская область;(АО «Банк „Агророс“);2860;;;1;1
Пензенская область;ПАО АКБ «АВАНГАРД»;2879;;;1;1
Пензенская область;ББР Банк (АО);2929;;;1;1
Пензенская область;ПАО «Промсвязьбанк»;3251;;;2;2
Пензенская область;Банк «ВБРР» (АО);3287;;;1;1
Пензенская область;АО «Россельхозбанк»;3349;;1;23;24
Пензенская область;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Пензенская область;АО «СМП Банк»;3368;;;1;1
Пензенская область;АО КБ «ЮНИСТРИМ»;3467;;;1;1
Самарская область;АО ЮниКредит Банк;1;;1;;1
Самарская область;АКБ «Энергобанк» (АО);67;;;1;1
Самарская область;АО «БКС Банк»;101;;;2;2
Самарская область;ООО «ХКФ Банк»;316;;;5;5
Самарская область;Банк ГПБ (АО);354;;1;6;7
Самарская область;ПАО КБ «УБРиР»;429;;;4;4
Самарская область;АО КБ «Солидарность»;554;1;;18;19
Самарская область;ПАО Банк «Кузнецкий»;609;;;1;1
Самарская область;АО «Почта Банк»;650;;;7;7
Самарская область;ПАО Банк Синара;705;;;3;3
Самарская область;ПАО «Совкомбанк»;963;;;8;8
Самарская область;Банк ВТБ (ПАО);1000;;1;32;33
Самарская область;АО «РЕАЛИСТ БАНК»;1067;;;1;1
Самарская область;ООО «ФФИН Банк»;1143;;;2;2
Самарская область;АО «АЛЬФА-БАНК»;1326;;;24;24
Самарская область;ПАО Сбербанк;1481;;2;244;246
Самарская область;ПАО «БыстроБанк»;1745;;;1;1
Самарская область;ПАО Банк «ФК Открытие»;2209;;;5;5
Самарская область;ТКБ БАНК ПАО;2210;;;2;2
Самарская область;АО «Банк Интеза»;2216;;;1;1
Самарская область;ПАО «МТС-Банк»;2268;;;1;1
Самарская область;ПАО РОСБАНК;2272;;;6;6
Самарская область;ПАО «БАНК УРАЛСИБ»;2275;;;1;1
Самарская область;АО «Банк Русский Стандарт»;2289;;;7;7
Самарская область;АКБ «Абсолют Банк» (ПАО);2306;;;1;1
Самарская область;Банк СОЮЗ (АО);2307;;1;;1
Самарская область;АО «Банк ДОМ.РФ»;2312;;;2;2
Самарская область;ПАО АКБ «Металлинвестбанк»;2440;;;1;1
Самарская область;АО «Тольяттихимбанк»;2507;1;;4;5
Самарская область;АО АКБ «НОВИКОМБАНК»;2546;;1;1;2
Самарская область;АО КБ «Ситибанк»;2557;;1;;1
Самарская область;ПАО «АК БАРС» БАНК;2590;;;4;4
Самарская область;КБ «ЛОКО-Банк» (АО);2707;;;1;1
Самарская область;АО «ОТП Банк»;2766;;1;3;4
Самарская область;АО «Банк ФИНАМ»;2799;;;2;2
Самарская область;ООО КБ «Столичный Кредит»;2853;;;1;1
Самарская область;(АО «Банк „Агророс“);2860;;;1;1
Самарская область;АО КБ «НИБ»;2876;1;;1;2
Самарская область;ПАО АКБ «АВАНГАРД»;2879;;;7;7
Самарская область;ООО «Земский банк»;2900;1;;14;15
Самарская область;ПАО «Промсвязьбанк»;3251;;;12;12
Самарская область;АО «Газэнергобанк»;3252;;;2;2
Самарская область;ПАО Банк ЗЕНИТ;3255;;;2;2
Самарская область;Банк «ВБРР» (АО);3287;;1;6;7
Самарская область;АО «Райффайзенбанк»;3292;;;2;2
Самарская область;АО «КОШЕЛЕВ-БАНК»;3300;1;;7;8
Самарская область;АО «Кредит Европа Банк (Россия)»;3311;;;1;1
Самарская область;НКО «Платежи и Расчеты» (АО);3324;1;;;1
Самарская область;АО «Россельхозбанк»;3349;;1;25;26
Самарская область;КБ «Ренессанс Кредит» (ООО);3354;;;2;2
Самарская область;АО «СМП Банк»;3368;;1;1;2
Самарская область;НКО «ИНКАХРАН» (АО);3454;;;1;1
Самарская область;АО КБ «ЮНИСТРИМ»;3467;;;5;5
Саратовская область;АО «БКС Банк»;101;;;1;1
Саратовская область;ООО «ХКФ Банк»;316;;;6;6
Саратовская область;ООО Банк «Саратов»;330;1;;;1
Саратовская область;Банк ГПБ (АО);354;;;5;5
Саратовская область;ПАО КБ «УБРиР»;429;;;3;3
Саратовская область;АО «БАЛАКОВО-БАНК»;444;1;;8;9
Саратовская область;ООО «Промсельхозбанк»;538;;;1;1
Саратовская область;АО «Почта Банк»;650;;;6;6
Саратовская область;ПАО «Совкомбанк»;963;;;14;14
Саратовская область;Банк ВТБ (ПАО);1000;;;18;18
Саратовская область;ООО «ФФИН Банк»;1143;;;1;1
Саратовская область;АО «Экономбанк»;1319;1;;19;20
Саратовская область;АО «АЛЬФА-БАНК»;1326;;;15;15
Саратовская область;ПАО Сбербанк;1481;;1;206;207
Саратовская область;ПАО «БыстроБанк»;1745;;;1;1
Саратовская область;ПАО Банк «ФК Открытие»;2209;;;4;4
Саратовская область;КИВИ Банк (АО);2241;;;1;1
Саратовская область;ПАО «МТС-Банк»;2268;;;1;1
Саратовская область;ПАО РОСБАНК;2272;;;3;3
Саратовская область;ПАО «БАНК УРАЛСИБ»;2275;;;3;3
Саратовская область;АО «Банк Русский Стандарт»;2289;;;5;5
Саратовская область;АКБ «Абсолют Банк» (ПАО);2306;;;1;1
Саратовская область;АО «Банк ДОМ.РФ»;2312;;;1;1
Саратовская область;ПАО «МЕТКОМБАНК»;2443;;1;;1
Саратовская область;АО КБ «Пойдём!»;2534;;;1;1
Саратовская область;ПАО «АК БАРС» БАНК;2590;;;6;6
Саратовская область;КБ «ЛОКО-Банк» (АО);2707;;;1;1
Саратовская область;ИНВЕСТТОРГБАНК АО;2763;;;1;1
Саратовская область;АО «Банк ФИНАМ»;2799;;;1;1
Саратовская область;АО «БАНК СГБ»;2816;;;1;1
Саратовская область;(АО «Банк „Агророс“);2860;1;;10;11
Саратовская область;ПАО АКБ «АВАНГАРД»;2879;;;2;2
Саратовская область;АО «Свой Банк»;3223;;;5;5
Саратовская область;БАНК «АГОРА» ООО;3231;;;1;1
Саратовская область;ПАО «Промсвязьбанк»;3251;;;2;2
Саратовская область;ПАО Банк ЗЕНИТ;3255;;;1;1
Саратовская область;Банк «ВБРР» (АО);3287;;;1;1
Саратовская область;АО «Райффайзенбанк»;3292;;;1;1
Саратовская область;АО «Кредит Европа Банк (Россия)»;3311;;;1;1
Саратовская область;АО «Россельхозбанк»;3349;;1;28;29
Саратовская область;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Саратовская область;АО «СМП Банк»;3368;;;1;1
Саратовская область;АО «Банк Финсервис»;3388;;;1;1
Саратовская область;НКО «ИНКАХРАН» (АО);3454;;;1;1
Саратовская область;АО КБ «ЮНИСТРИМ»;3467;;;1;1
Ульяновская область;АКБ «Энергобанк» (АО);67;;;2;2
Ульяновская область;АО «БКС Банк»;101;;;1;1
Ульяновская область;АО КБ «Хлынов»;254;;;1;1
Ульяновская область;Банк ГПБ (АО);354;;;1;1
Ульяновская область;ПАО КБ «УБРиР»;429;;;2;2
Ульяновская область;ООО «Камкомбанк»;438;;;1;1
Ульяновская область;АО Банк «Венец»;524;1;;6;7
Ульяновская область;ПАО Банк «Кузнецкий»;609;;;1;1
Ульяновская область;АО «Почта Банк»;650;;;4;4
Ульяновская область;ПАО «Совкомбанк»;963;;;2;2
Ульяновская область;Банк ВТБ (ПАО);1000;;;6;6
Ульяновская область;АО «АЛЬФА-БАНК»;1326;;;9;9
Ульяновская область;ПАО Сбербанк;1481;;1;131;132
Ульяновская область;ПАО Банк «ФК Открытие»;2209;;;5;5
Ульяновская область;ПАО РОСБАНК;2272;;;1;1
Ульяновская область;ПАО «БАНК УРАЛСИБ»;2275;;;1;1
Ульяновская область;АО «Банк Русский Стандарт»;2289;;;2;2
Ульяновская область;АО АКБ «НОВИКОМБАНК»;2546;;;1;1
Ульяновская область;ПАО «АК БАРС» БАНК;2590;;;1;1
Ульяновская область;АО «Банк ФИНАМ»;2799;;;1;1
Ульяновская область;(АО «Банк „Агророс“);2860;;;1;1
Ульяновская область;АО КБ «НИБ»;2876;;;1;1
Ульяновская область;ПАО «Промсвязьбанк»;3251;;;2;2
Ульяновская область;Банк «ВБРР» (АО);3287;;;1;1
Ульяновская область;АО «Россельхозбанк»;3349;;1;19;20
Ульяновская область;КБ «Ренессанс Кредит» (ООО);3354;;;1;1

Курганская область;ООО «ХКФ Банк»;316;;;2;2
Курганская область;Банк ГПБ (АО);354;;;2;2
Курганская область;ПАО КБ «УБРиР»;429;;;2;2
Курганская область;АО «Почта Банк»;650;;;2;2
Курганская область;ООО КБ «Кетовский»;842;1;;3;4
Курганская область;ПАО «Совкомбанк»;963;;;1;1
Курганская область;Банк ВТБ (ПАО);1000;;;4;4
Курганская область;АО «АЛЬФА-БАНК»;1326;;;4;4
Курганская область;ПАО Сбербанк;1481;;1;170;171
Курганская область;ПАО «МОСКОВСКИЙ КРЕДИТНЫЙ БАНК»;1978;;;1;1
Курганская область;АО АКБ «Алеф-Банк»;2119;;1;1;2
Курганская область;ПАО Банк «ФК Открытие»;2209;;;3;3
Курганская область;ПАО РОСБАНК;2272;;;2;2
Курганская область;ПАО «БАНК УРАЛСИБ»;2275;;;1;1
Курганская область;АО «Банк Русский Стандарт»;2289;;;1;1
Курганская область;АО КБ «Пойдём!»;2534;;;4;4
Курганская область;ООО БАНК «КУРГАН»;2568;1;;6;7
Курганская область;АО «ОТП Банк»;2766;;;2;2
Курганская область;ПАО АКБ «АВАНГАРД»;2879;;;1;1
Курганская область;АО КБ «АГРОПРОМКРЕДИТ»;2880;;;2;2
Курганская область;АО «Россельхозбанк»;3349;;;13;13
Курганская область;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Свердловская область;АО ЮниКредит Банк;1;;1;;1
Свердловская область;АО «БКС Банк»;101;;;2;2
Свердловская область;АО КБ «Урал ФД»;249;;;1;1
Свердловская область;ООО «ХКФ Банк»;316;;;8;8
Свердловская область;АО «АБ „РОССИЯ“;328;;1;;1
Свердловская область;Банк ГПБ (АО);354;;1;21;22
Свердловская область;ПАО КБ «УБРиР»;429;1;;56;57
Свердловская область;ПАО «ЧЕЛИНДБАНК»;485;;;1;1
Свердловская область;АО КБ «Солидарность»;554;;1;;1
Свердловская область;АО «Почта Банк»;650;;;8;8
Свердловская область;ПАО Банк Синара;705;1;1;29;31
Свердловская область;ООО КБ «Кетовский»;842;;;1;1
Свердловская область;ПАО «Совкомбанк»;963;;;6;6
Свердловская область;АО «ПЕРВОУРАЛЬСКБАНК»;965;1;;3;4
Свердловская область;Банк ВТБ (ПАО);1000;;2;40;42
Свердловская область;АО «РЕАЛИСТ БАНК»;1067;;;1;1
Свердловская область;ООО «ФФИН Банк»;1143;;;1;1
Свердловская область;АО «АЛЬФА-БАНК»;1326;;1;41;42
Свердловская область;АО «Солид Банк»;1329;;;1;1
Свердловская область;РНКБ Банк (ПАО);1354;;;1;1
Свердловская область;ООО КБ «Уралфинанс»;1370;1;;2;3
Свердловская область;ПАО Сбербанк;1481;;2;331;333
Свердловская область;АО «ВУЗ-банк»;1557;1;;1;2
Свердловская область;«СДМ-Банк» (ПАО);1637;;;1;1
Свердловская область;ПАО «БыстроБанк»;1745;;;1;1
Свердловская область;«Азиатско-Тихоокеанский Банк» (АО);1810;;1;1;2
Свердловская область;ПАО «МОСКОВСКИЙ КРЕДИТНЫЙ БАНК»;1978;;;11;11
Свердловская область;ПАО Банк «ФК Открытие»;2209;;;14;14
Свердловская область;ТКБ БАНК ПАО;2210;;;1;1
Свердловская область;АО «Банк Интеза»;2216;;1;;1
Свердловская область;ПАО «МТС-Банк»;2268;;;3;3
Свердловская область;ПАО РОСБАНК;2272;;1;5;6
Свердловская область;ПАО «БАНК УРАЛСИБ»;2275;;1;3;4
Свердловская область;АО «Банк Русский Стандарт»;2289;;;6;6
Свердловская область;АКБ «Абсолют Банк» (ПАО);2306;;;1;1
Свердловская область;Банк СОЮЗ (АО);2307;;1;;1
Свердловская область;АО «Банк ДОМ.РФ»;2312;;;1;1
Свердловская область;ПАО АКБ «Металлинвестбанк»;2440;;;1;1
Свердловская область;ПАО «МЕТКОМБАНК»;2443;1;;2;3
Свердловская область;АО КБ «Пойдём!»;2534;;;1;1
Свердловская область;АО АКБ «НОВИКОМБАНК»;2546;;;2;2
Свердловская область;АО КБ «Ситибанк»;2557;;1;;1
Свердловская область;ПАО «АК БАРС» БАНК;2590;;;2;2
Свердловская область;КБ «ЛОКО-Банк» (АО);2707;;;1;1
Свердловская область;ПАО СКБ Приморья «Примсоцбанк»;2733;;;1;1
Свердловская область;АО «ОТП Банк»;2766;;;2;2
Свердловская область;Банк «Вятич» (ПАО);2796;;1;;1
Свердловская область;АО «Банк ФИНАМ»;2799;;;1;1
Свердловская область;ПАО АКБ «АВАНГАРД»;2879;;;3;3
Свердловская область;АО КБ «АГРОПРОМКРЕДИТ»;2880;;;11;11
Свердловская область;АО «Экспобанк»;2998;;;1;1
Свердловская область;ПАО «Банк „Екатеринбург“;3161;1;;1;2
Свердловская область;АО КБ «ИС Банк»;3175;;;1;1
Свердловская область;ПАО «Промсвязьбанк»;3251;;1;7;8
Свердловская область;АО «Газэнергобанк»;3252;;;25;25
Свердловская область;ПАО Банк ЗЕНИТ;3255;;;1;1
Свердловская область;Банк «ВБРР» (АО);3287;;;1;1
Свердловская область;АО «Райффайзенбанк»;3292;;1;1;2
Свердловская область;АО «Кредит Европа Банк (Россия)»;3311;;;1;1
Свердловская область;АО «Россельхозбанк»;3349;;1;17;18
Свердловская область;КБ «Ренессанс Кредит» (ООО);3354;;;2;2
Свердловская область;АО «СМП Банк»;3368;;1;2;3
Свердловская область;НКО «ИНКАХРАН» (АО);3454;;;1;1
Свердловская область;АО КБ «ЮНИСТРИМ»;3467;;;3;3
Тюменская область;АО ЮниКредит Банк;1;;;1;1
Тюменская область;АО «БКС Банк»;101;;;1;1
Тюменская область;ООО «ХКФ Банк»;316;;;1;1
Тюменская область;Банк ГПБ (АО);354;;;6;6
Тюменская область;ПАО КБ «УБРиР»;429;;;4;4
Тюменская область;АО БАНК «СНГБ»;588;;1;1;2
Тюменская область;АО «Почта Банк»;650;;;5;5
Тюменская область;ПАО Банк Синара;705;;;1;1
Тюменская область;ООО КБ «Кетовский»;842;;;1;1
Тюменская область;ПАО «Совкомбанк»;963;;;4;4
Тюменская область;ООО КБ «Дружба»;990;1;;;1
Тюменская область;Банк ВТБ (ПАО);1000;;;19;19
Тюменская область;АО «РЕАЛИСТ БАНК»;1067;;;1;1
Тюменская область;ООО «ФФИН Банк»;1143;;;1;1
Тюменская область;АО «АЛЬФА-БАНК»;1326;;;16;16
Тюменская область;РНКБ Банк (ПАО);1354;;;1;1
Тюменская область;ПАО Сбербанк;1481;;1;98;99
Тюменская область;«Азиатско-Тихоокеанский Банк» (АО);1810;;;1;1
Тюменская область;ПАО Банк «ФК Открытие»;2209;;;10;10
Тюменская область;ТКБ БАНК ПАО;2210;;;1;1
Тюменская область;АО «Банк Интеза»;2216;;;1;1
Тюменская область;ПАО «МТС-Банк»;2268;;;2;2
Тюменская область;ПАО РОСБАНК;2272;;;3;3
Тюменская область;ПАО «БАНК УРАЛСИБ»;2275;;;1;1
Тюменская область;АО «Банк Русский Стандарт»;2289;;;3;3
Тюменская область;АКБ «Абсолют Банк» (ПАО);2306;;;1;1
Тюменская область;Банк СОЮЗ (АО);2307;;;1;1
Тюменская область;АО «Банк ДОМ.РФ»;2312;;;1;1
Тюменская область;ПАО АКБ «Металлинвестбанк»;2440;;;1;1
Тюменская область;АО КБ «Пойдём!»;2534;;;8;8
Тюменская область;ПАО «АК БАРС» БАНК;2590;;;2;2
Тюменская область;КБ «ЛОКО-Банк» (АО);2707;;;1;1
Тюменская область;АО «ОТП Банк»;2766;;;2;2
Тюменская область;АО «Банк ФИНАМ»;2799;;;1;1
Тюменская область;ПАО АКБ «АВАНГАРД»;2879;;;2;2
Тюменская область;АО КБ «АГРОПРОМКРЕДИТ»;2880;;;8;8
Тюменская область;КБ «СТРОЙЛЕСБАНК» (ООО);2995;1;;;1
Тюменская область;ПАО «Промсвязьбанк»;3251;;;1;1
Тюменская область;АО «Газэнергобанк»;3252;;;1;1
Тюменская область;Банк «ВБРР» (АО);3287;;;1;1
Тюменская область;АО «Райффайзенбанк»;3292;;;1;1
Тюменская область;АО «Кредит Европа Банк (Россия)»;3311;;;1;1
Тюменская область;АО «Россельхозбанк»;3349;;1;12;13
Тюменская область;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Тюменская область;АО «СМП Банк»;3368;;;1;1
Тюменская область;АО КБ «ЮНИСТРИМ»;3467;;;1;1
Челябинская область;АО ЮниКредит Банк;1;;1;;1
Челябинская область;АО «БКС Банк»;101;;;1;1
Челябинская область;ООО «ХКФ Банк»;316;;;8;8
Челябинская область;Банк ГПБ (АО);354;;;5;5
Челябинская область;ПАО КБ «УБРиР»;429;;;19;19
Челябинская область;ПАО «ЧЕЛИНДБАНК»;485;1;;45;46
Челябинская область;ПАО «ЧЕЛЯБИНВЕСТБАНК»;493;1;9;86;96
Челябинская область;АО «Почта Банк»;650;;;6;6
Челябинская область;ПАО Банк Синара;705;;;2;2
Челябинская область;ПАО «Совкомбанк»;963;;;8;8
Челябинская область;Банк ВТБ (ПАО);1000;;;28;28
Челябинская область;ООО «ФФИН Банк»;1143;;;1;1
Челябинская область;АО «АЛЬФА-БАНК»;1326;;;22;22
Челябинская область;Банк «Снежинский» АО;1376;1;;13;14
Челябинская область;ПАО Сбербанк;1481;;1;230;231
Челябинская область;ПАО «БыстроБанк»;1745;;;5;5
Челябинская область;ПАО «МОСКОВСКИЙ КРЕДИТНЫЙ БАНК»;1978;;;2;2
Челябинская область;ПАО Банк «ФК Открытие»;2209;;;6;6
Челябинская область;АО «Банк Интеза»;2216;;;1;1
Челябинская область;ПАО «МТС-Банк»;2268;;;2;2
Челябинская область;ПАО РОСБАНК;2272;;;5;5
Челябинская область;ПАО «БАНК УРАЛСИБ»;2275;;;5;5
Челябинская область;АО «Банк Русский Стандарт»;2289;;;7;7
Челябинская область;АКБ «Абсолют Банк» (ПАО);2306;;;2;2
Челябинская область;Банк СОЮЗ (АО);2307;;;1;1
Челябинская область;АО «Банк ДОМ.РФ»;2312;;;1;1
Челябинская область;АО КБ «Пойдём!»;2534;;;21;21
Челябинская область;АО АКБ «НОВИКОМБАНК»;2546;;;1;1
Челябинская область;Банк «КУБ» (АО);2584;1;;10;11
Челябинская область;ПАО «АК БАРС» БАНК;2590;;;6;6
Челябинская область;КБ «ЛОКО-Банк» (АО);2707;;;1;1
Челябинская область;ПАО СКБ Приморья «Примсоцбанк»;2733;;;1;1
Челябинская область;АО «ОТП Банк»;2766;;1;1;2
Челябинская область;АО «Банк ФИНАМ»;2799;;;3;3
Челябинская область;(АО «Банк „Агророс“);2860;;;1;1
Челябинская область;ПАО АКБ «АВАНГАРД»;2879;;;2;2
Челябинская область;АО КБ «АГРОПРОМКРЕДИТ»;2880;;;1;1
Челябинская область;АО «УРАЛПРОМБАНК»;2964;1;;3;4
Челябинская область;АО «Углеметбанк»;2997;1;;3;4
Челябинская область;ПАО «Промсвязьбанк»;3251;;;8;8
Челябинская область;АО «Газэнергобанк»;3252;;;1;1
Челябинская область;ПАО Банк ЗЕНИТ;3255;;;1;1
Челябинская область;АО «Райффайзенбанк»;3292;;;2;2
Челябинская область;АО «Кредит Европа Банк (Россия)»;3311;;;1;1
Челябинская область;АО «Россельхозбанк»;3349;;1;24;25
Челябинская область;КБ «Ренессанс Кредит» (ООО);3354;;;2;2
Челябинская область;АО «СМП Банк»;3368;;1;8;9
Челябинская область;НКО «ИНКАХРАН» (АО);3454;;;1;1
Челябинская область;АО КБ «ЮНИСТРИМ»;3467;;;2;2
Ханты-Мансийский автономный округ - Югра;АО «БКС Банк»;101;;;1;1
Ханты-Мансийский автономный округ - Югра;ООО «ХКФ Банк»;316;;;2;2
Ханты-Мансийский автономный округ - Югра;Банк ГПБ (АО);354;;1;23;24
Ханты-Мансийский автономный округ - Югра;ПАО КБ «УБРиР»;429;;;2;2
Ханты-Мансийский автономный округ - Югра;АО КБ «Приобье»;537;1;;1;2
Ханты-Мансийский автономный округ - Югра;АО БАНК «СНГБ»;588;1;1;14;16
Ханты-Мансийский автономный округ - Югра;АО «Почта Банк»;650;;;5;5
Ханты-Мансийский автономный округ - Югра;ПАО Банк Синара;705;;;4;4
Ханты-Мансийский автономный округ - Югра;ПАО «Совкомбанк»;963;;;4;4
Ханты-Мансийский автономный округ - Югра;Банк ВТБ (ПАО);1000;;;23;23
Ханты-Мансийский автономный округ - Югра;АО «АЛЬФА-БАНК»;1326;;;11;11
Ханты-Мансийский автономный округ - Югра;ПАО Сбербанк;1481;;1;129;130
Ханты-Мансийский автономный округ - Югра;АО БАНК «Ермак»;1809;1;;9;10
Ханты-Мансийский автономный округ - Югра;ПАО Банк «ФК Открытие»;2209;;1;41;42
Ханты-Мансийский автономный округ - Югра;ПАО РОСБАНК;2272;;;2;2
Ханты-Мансийский автономный округ - Югра;ПАО «БАНК УРАЛСИБ»;2275;;;3;3
Ханты-Мансийский автономный округ - Югра;АО «Банк Русский Стандарт»;2289;;;3;3
Ханты-Мансийский автономный округ - Югра;АО КБ «Пойдём!»;2534;;;9;9
Ханты-Мансийский автономный округ - Югра;АО «Банк ФИНАМ»;2799;;;2;2
Ханты-Мансийский автономный округ - Югра;ПАО АКБ «АВАНГАРД»;2879;;;1;1
Ханты-Мансийский автономный округ - Югра;АО КБ «АГРОПРОМКРЕДИТ»;2880;;;4;4
Ханты-Мансийский автономный округ - Югра;АО «Экспобанк»;2998;;;1;1
Ханты-Мансийский автономный округ - Югра;ПАО «Промсвязьбанк»;3251;;;2;2
Ханты-Мансийский автономный округ - Югра;АО «Газэнергобанк»;3252;;;3;3
Ханты-Мансийский автономный округ - Югра;Банк «ВБРР» (АО);3287;;1;5;6
Ханты-Мансийский автономный округ - Югра;АО «Райффайзенбанк»;3292;;;1;1
Ханты-Мансийский автономный округ - Югра;АО «Кредит Европа Банк (Россия)»;3311;;;1;1
Ханты-Мансийский автономный округ - Югра;АО «Россельхозбанк»;3349;;;2;2
Ямало-Ненецкий автономный округ;Банк ГПБ (АО);354;;1;24;25
Ямало-Ненецкий автономный округ;ПАО КБ «УБРиР»;429;;;1;1
Ямало-Ненецкий автономный округ;АО «Почта Банк»;650;;;2;2
Ямало-Ненецкий автономный округ;ПАО Банк Синара;705;;;1;1
Ямало-Ненецкий автономный округ;Банк ВТБ (ПАО);1000;;;14;14
Ямало-Ненецкий автономный округ;АО «АЛЬФА-БАНК»;1326;;;1;1
Ямало-Ненецкий автономный округ;ПАО Сбербанк;1481;;1;61;62
Ямало-Ненецкий автономный округ;ПАО Банк «ФК Открытие»;2209;;;2;2
